Date,Open,High,Low,Close,Adj Close,Volume
2015-03-03,28.444407,28.690729,28.248444,28.603470,28.603470,34095352
2015-03-04,28.515211,28.776493,28.322741,28.590006,28.590006,37536775
2015-03-05,28.672279,28.816385,28.592001,28.687738,28.687738,27792094
2015-03-06,28.665298,28.755053,28.260410,28.306534,28.306534,33182854
2015-03-09,28.265396,28.435431,28.099604,28.364626,28.364626,21242161
2015-03-10,28.135256,28.165173,27.660559,27.674520,27.674520,35846146
2015-03-11,27.681002,27.830591,27.458612,27.483543,27.483543,36415706
2015-03-12,27.599726,27.742332,27.447641,27.699451,27.699451,27792094
2015-03-13,27.599226,27.843555,27.136497,27.291073,27.291073,34071287
2015-03-16,27.472075,27.766268,27.225252,27.649588,27.649588,32819860
2015-03-17,27.509972,27.614185,27.324980,27.466591,27.466591,36110871
2015-03-18,27.549362,27.912367,27.275116,27.898405,27.898405,42690887
2015-03-19,27.892920,27.963226,27.731113,27.823112,27.823112,23945563
2015-03-20,28.005611,28.009102,27.875967,27.941286,27.941286,52337299
2015-03-23,27.944778,28.041014,27.715406,27.863998,27.863998,32876014
2015-03-24,28.050985,28.650839,27.983671,28.431440,28.431440,51665459
2015-03-25,28.446899,28.534658,27.860510,27.862753,27.862753,43045859
2015-03-26,27.803165,27.868486,27.457115,27.682499,27.682499,31452115
2015-03-27,27.574295,27.687983,27.331461,27.341932,27.341932,37949906
2015-03-30,27.505484,27.597731,27.333456,27.525928,27.525928,25750504
2015-03-31,27.424706,27.659561,27.261154,27.324980,27.324980,31760961
2015-04-01,27.354897,27.481548,26.901142,27.053724,27.053724,39261497
2015-04-02,26.968458,26.968458,26.619267,26.703186,26.703186,34327989
2015-04-06,26.538139,26.846792,26.406002,26.764767,26.764767,26488525
2015-04-07,26.830338,27.060205,26.726622,26.777481,26.777481,26057345
2015-04-08,26.845297,27.118048,26.845297,27.006353,27.006353,23570536
2015-04-09,26.977432,27.023308,26.701193,26.964968,26.964968,31157308
2015-04-10,27.040260,27.040260,26.791943,26.926573,26.926573,28189181
2015-04-13,26.846792,27.128519,26.791943,26.884687,26.884687,32906096
2015-04-14,26.739088,26.804907,26.332306,26.446890,26.446890,52082601
2015-04-15,26.362621,26.663296,26.089373,26.553596,26.553596,46376979
2015-04-16,26.422457,26.706179,26.407997,26.616922,26.616922,25997180
2015-04-17,26.360626,26.419464,25.979174,26.130758,26.130758,43037837
2015-04-20,26.208046,26.731110,26.153196,26.695707,26.695707,33585958
2015-04-21,26.801914,26.895658,26.610689,26.625401,26.625401,36895018
2015-04-22,26.646841,26.979927,26.514704,26.894411,26.894411,31871263
2015-04-23,26.975939,27.472574,26.937544,27.275116,27.275116,83697161
2015-04-24,28.227501,28.478811,27.786213,28.175644,28.175644,98650102
2015-04-27,28.169500,28.297501,27.660000,27.768499,27.768499,47960000
2015-04-28,27.732000,27.801001,27.518299,27.684000,27.684000,29820000
2015-04-29,27.523500,27.684000,27.345249,27.454000,27.454000,33976000
2015-04-30,27.393499,27.429501,26.752501,26.867001,26.867001,41644000
2015-05-01,26.921499,26.976999,26.605000,26.895000,26.895000,35364000
2015-05-04,26.926500,27.203501,26.753000,27.039000,27.039000,26160000
2015-05-05,26.910500,26.987000,26.519550,26.540001,26.540001,27662000
2015-05-06,26.562000,26.618999,26.054251,26.211000,26.211000,31340000
2015-05-07,26.199499,26.673000,26.087500,26.535000,26.535000,30926000
2015-05-08,26.832500,27.057501,26.250000,26.910999,26.910999,30552000
2015-05-11,26.918501,27.099001,26.770000,26.785000,26.785000,18106000
2015-05-12,26.580000,26.660450,26.263000,26.452000,26.452000,32684000
2015-05-13,26.528000,26.716101,26.432751,26.481001,26.481001,25046000
2015-05-14,26.688499,26.950001,26.620501,26.920000,26.920000,28078000
2015-05-15,26.959000,26.963699,26.518999,26.692499,26.692499,39426000
2015-05-18,26.600500,26.740999,26.442499,26.615000,26.615000,40068000
2015-05-19,26.698999,27.033001,26.652000,26.868000,26.868000,39338000
2015-05-20,26.924500,27.146000,26.648600,26.963499,26.963499,28616000
2015-05-21,26.897499,27.191999,26.799000,27.125500,27.125500,29254000
2015-05-22,27.007500,27.209499,26.975500,27.005501,27.005501,23524000
2015-05-26,26.906000,26.950001,26.493999,26.615999,26.615999,48130000
2015-05-27,26.639999,27.027500,26.585501,26.989500,26.989500,30500000
2015-05-28,26.900499,27.030500,26.812500,26.989000,26.989000,20596000
2015-05-29,26.868500,26.931499,26.572500,26.605499,26.605499,51948000
2015-06-01,26.839500,26.839500,26.488001,26.699499,26.699499,38086000
2015-06-02,26.646500,27.150000,26.566500,26.959000,26.959000,38780000
2015-06-03,26.995501,27.174999,26.855499,27.015499,27.015499,34340000
2015-06-04,26.888000,27.029499,26.716000,26.834999,26.834999,26966000
2015-06-05,26.817499,26.860001,26.625999,26.666500,26.666500,27764000
2015-06-08,26.665501,26.705999,26.312000,26.341499,26.341499,30412000
2015-06-09,26.378000,26.459999,26.150499,26.334499,26.334499,29106000
2015-06-10,26.468000,26.917999,26.467501,26.834499,26.834499,36300000
2015-06-11,26.921249,26.948999,26.650999,26.730499,26.730499,24350000
2015-06-12,26.580000,26.656000,26.507999,26.616501,26.616501,19116000
2015-06-15,26.400000,26.415001,26.200001,26.360001,26.360001,32654000
2015-06-16,26.420000,26.482000,26.278000,26.407499,26.407499,21436000
2015-06-17,26.468500,26.549000,26.254999,26.462999,26.462999,25884000
2015-06-18,26.549999,26.907499,26.539499,26.836500,26.836500,36662000
2015-06-19,26.860500,26.912500,26.650499,26.834499,26.834499,37870000
2015-06-22,26.979500,27.187000,26.876499,26.909500,26.909500,25006000
2015-06-23,26.982000,27.074949,26.762501,27.024000,27.024000,23950000
2015-06-24,27.000000,27.000000,26.783001,26.892000,26.892000,25732000
2015-06-25,26.943501,27.045000,26.761499,26.761499,26.761499,26714000
2015-06-26,26.863001,26.888000,26.567499,26.584499,26.584499,42182000
2015-06-29,26.250500,26.430500,26.027000,26.076000,26.076000,38756000
2015-06-30,26.301001,26.312500,26.025000,26.025499,26.025499,44344000
2015-07-01,26.236500,26.284500,25.911501,26.091999,26.091999,39220000
2015-07-02,26.054001,26.232500,26.054001,26.170000,26.170000,24718000
2015-07-06,25.975000,26.262501,25.950001,26.143000,26.143000,25610000
2015-07-07,26.156500,26.309000,25.759001,26.250999,26.250999,31944000
2015-07-08,26.052500,26.136700,25.805500,25.841499,25.841499,25934000
2015-07-09,26.156000,26.188499,26.017500,26.034000,26.034000,36846000
2015-07-10,26.314501,26.628000,26.277500,26.506500,26.506500,39134000
2015-07-13,26.643999,27.355499,26.620001,27.327499,27.327499,44130000
2015-07-14,27.337999,28.292450,27.335501,28.055000,28.055000,64882000
2015-07-15,28.006500,28.325150,27.839500,28.011000,28.011000,35692000
2015-07-16,28.256001,29.034000,28.250000,28.992500,28.992500,95366000
2015-07-17,32.450001,33.723400,32.250000,33.646500,33.646500,223298000
2015-07-20,32.962002,33.444000,32.650501,33.151001,33.151001,117218000
2015-07-21,32.760502,33.650002,32.715000,33.115002,33.115002,67544000
2015-07-22,33.044498,33.931999,32.950001,33.105000,33.105000,78586000
2015-07-23,33.063499,33.181499,32.049999,32.214001,32.214001,60582000
2015-07-24,32.349998,32.408501,31.125999,31.177999,31.177999,72514000
2015-07-27,31.049999,31.715000,31.025000,31.363001,31.363001,53508000
2015-07-28,31.641500,31.641500,31.165501,31.400000,31.400000,34546000
2015-07-29,31.440001,31.667999,31.132500,31.596500,31.596500,31502000
2015-07-30,31.500000,31.761000,31.102501,31.629499,31.629499,29484000
2015-07-31,31.569000,31.645500,31.275000,31.280500,31.280500,34122000
2015-08-03,31.267000,31.652800,31.267000,31.560499,31.560499,26090000
2015-08-04,31.421000,31.740499,31.358000,31.462500,31.462500,29818000
2015-08-05,31.716499,32.393002,31.658001,32.188999,32.188999,46686000
2015-08-06,32.250000,32.268951,31.612499,32.133999,32.133999,31452000
2015-08-07,32.011501,32.133999,31.485500,31.764999,31.764999,28078000
2015-08-10,31.974001,32.172001,31.562450,31.686501,31.686501,36184000
2015-08-11,33.459999,33.744999,32.713501,33.039001,33.039001,100584000
2015-08-12,33.153999,33.250000,32.614498,32.978001,32.978001,58734000
2015-08-13,32.966099,33.224998,32.583050,32.822498,32.822498,36214000
2015-08-14,32.750500,32.992748,32.632999,32.855999,32.855999,21442000
2015-08-17,32.840000,33.069000,32.562000,33.043499,33.043499,21034000
2015-08-18,33.095001,33.200001,32.673000,32.806499,32.806499,29122000
2015-08-19,32.830002,33.349998,32.709499,33.044998,33.044998,42682000
2015-08-20,32.772999,33.149502,32.145000,32.341499,32.341499,57106000
2015-08-21,31.989000,32.002499,30.616501,30.624001,30.624001,85304000
2015-08-24,28.650000,29.966499,28.252501,29.480499,29.480499,115406000
2015-08-25,30.745501,30.872499,29.055500,29.103001,29.103001,70760000
2015-08-26,30.517500,31.585501,29.952499,31.431000,31.431000,84718000
2015-08-27,31.969999,32.179501,31.100000,31.880501,31.880501,69826000
2015-08-28,31.641001,31.844000,31.228001,31.518999,31.518999,39574000
2015-08-31,31.377001,31.790001,30.884001,30.912500,30.912500,43534000
2015-09-01,30.118000,30.643000,29.705000,29.889500,29.889500,74042000
2015-09-02,30.279499,30.716999,29.985500,30.716999,30.716999,51512000
2015-09-03,30.850000,30.985500,30.141050,30.312500,30.312500,35192000
2015-09-04,30.000000,30.173500,29.762501,30.035000,30.035000,41780000
2015-09-08,30.624500,30.815500,30.205999,30.733000,30.733000,45590000
2015-09-09,31.061001,31.326000,30.480000,30.636000,30.636000,34042000
2015-09-10,30.655001,31.208000,30.571501,31.067499,31.067499,38106000
2015-09-11,30.987499,31.289000,30.871000,31.288500,31.288500,27470000
2015-09-14,31.285000,31.292999,30.971500,31.162001,31.162001,34046000
2015-09-15,31.334999,31.934999,31.188999,31.757000,31.757000,41688000
2015-09-16,31.773500,31.897499,31.615999,31.799000,31.799000,25730000
2015-09-17,31.889500,32.544998,31.750999,32.145000,32.145000,45494000
2015-09-18,31.839500,32.000000,31.351000,31.462500,31.462500,102668000
2015-09-21,31.719999,31.824499,31.297001,31.771999,31.771999,35770000
2015-09-22,31.350000,31.377501,30.771500,31.134501,31.134501,51258000
2015-09-23,31.102501,31.446501,31.000000,31.118000,31.118000,29418000
2015-09-24,30.832001,31.365999,30.620001,31.290001,31.290001,44802000
2015-09-25,31.488501,31.488501,30.549999,30.598499,30.598499,43480000
2015-09-28,30.517000,30.730249,29.469000,29.744499,29.744499,62554000
2015-09-29,29.864000,30.250000,29.511000,29.748501,29.748501,46190000
2015-09-30,30.164000,30.438000,30.036501,30.421000,30.421000,48268000
2015-10-01,30.418501,30.604500,29.992500,30.564501,30.564501,37352000
2015-10-02,30.360001,31.367001,30.156500,31.345501,31.345501,53696000
2015-10-05,31.600000,32.150501,31.350000,32.073502,32.073502,36072000
2015-10-06,31.941999,32.462502,31.826500,32.271999,32.271999,43326000
2015-10-07,32.462002,32.530449,31.607500,32.118000,32.118000,41854000
2015-10-08,32.068001,32.222500,31.278000,31.958000,31.958000,43642000
2015-10-09,32.000000,32.299500,31.765900,32.180500,32.180500,32974000
2015-10-12,32.104500,32.424999,31.950500,32.333500,32.333500,25504000
2015-10-13,32.157501,32.890598,32.157501,32.615002,32.615002,36154000
2015-10-14,32.660500,32.969501,32.442501,32.557999,32.557999,28310000
2015-10-15,32.733002,33.156502,32.723000,33.087002,33.087002,37714000
2015-10-16,33.205502,33.248501,32.860001,33.110001,33.110001,32222000
2015-10-19,33.058998,33.341000,32.979000,33.305000,33.305000,29546000
2015-10-20,33.202000,33.236000,32.209751,32.514000,32.514000,49964000
2015-10-21,32.707500,32.793499,32.086498,32.130501,32.130501,35822000
2015-10-22,32.334999,32.889999,32.200500,32.589500,32.589500,81420000
2015-10-23,36.375000,36.500000,35.075001,35.099998,35.099998,133078000
2015-10-26,35.077499,35.957500,35.063000,35.639000,35.639000,54332000
2015-10-27,35.368999,35.681000,35.227501,35.424500,35.424500,44916000
2015-10-28,35.366501,35.648998,35.153999,35.647499,35.647499,43578000
2015-10-29,35.525002,35.912998,35.500500,35.846001,35.846001,29120000
2015-10-30,35.786499,35.900002,35.502499,35.540501,35.540501,38176000
2015-11-02,35.553001,36.081001,35.292500,36.055500,36.055500,37726000
2015-11-03,35.943001,36.232498,35.736000,36.108002,36.108002,31308000
2015-11-04,36.099998,36.654999,36.095001,36.405499,36.405499,34134000
2015-11-05,36.473499,36.973999,36.473499,36.562500,36.562500,37232000
2015-11-06,36.575001,36.770500,36.350498,36.688000,36.688000,30232000
2015-11-09,36.509998,36.735500,35.971500,36.244499,36.244499,41396000
2015-11-10,36.220001,36.529499,35.924999,36.416000,36.416000,32160000
2015-11-11,36.623001,37.049999,36.511501,36.770000,36.770000,27328000
2015-11-12,36.549999,36.889999,36.432251,36.561501,36.561501,36744000
2015-11-13,36.458500,36.557499,35.836498,35.849998,35.849998,41510000
2015-11-16,35.779999,36.474499,35.566502,36.448002,36.448002,38118000
2015-11-17,36.464500,36.592251,36.151348,36.264999,36.264999,30218000
2015-11-18,36.379002,37.070499,36.349998,37.000000,37.000000,33686000
2015-11-19,36.937000,37.099998,36.871498,36.920502,36.920502,26542000
2015-11-20,37.326500,37.896000,37.150002,37.830002,37.830002,44246000
2015-11-23,37.872501,38.135399,37.591000,37.799000,37.799000,28290000
2015-11-24,37.599998,37.763950,36.881500,37.414001,37.414001,46662000
2015-11-25,37.407001,37.599998,37.303001,37.407501,37.407501,22442000
2015-11-27,37.423000,37.670502,37.374500,37.513000,37.513000,16770000
2015-11-30,37.440498,37.746498,37.063499,37.130001,37.130001,41952000
2015-12-01,37.355499,38.447498,37.334999,38.352001,38.352001,42692000
2015-12-02,38.445000,38.797749,37.948002,38.118999,38.118999,44608000
2015-12-03,38.300499,38.449749,37.281502,37.626999,37.626999,51812000
2015-12-04,37.654999,38.424500,37.500000,38.340500,38.340500,55146000
2015-12-07,38.388500,38.436501,37.754501,38.162498,38.162498,36246000
2015-12-08,37.894501,38.240002,37.709999,38.118500,38.118500,36590000
2015-12-09,37.958500,38.211498,36.850052,37.580502,37.580502,54000000
2015-12-10,37.642502,37.792500,37.191502,37.473000,37.473000,39768000
2015-12-11,37.057999,37.285500,36.837502,36.943501,36.943501,44488000
2015-12-14,37.089500,37.436501,36.208500,37.388500,37.388500,48250000
2015-12-15,37.650002,37.903999,37.150501,37.169998,37.169998,53324000
2015-12-16,37.500000,38.029499,36.971748,37.904499,37.904499,39866000
2015-12-17,38.120998,38.133999,37.450001,37.471500,37.471500,31068000
2015-12-18,37.325500,37.706501,36.907501,36.965500,36.965500,62974000
2015-12-21,37.306499,37.500000,37.000000,37.388500,37.388500,30514000
2015-12-22,37.582500,37.742500,37.276501,37.500000,37.500000,27308000
2015-12-23,37.673500,37.710499,37.200001,37.515499,37.515499,31318000
2015-12-24,37.477501,37.567501,37.331001,37.419998,37.419998,10544000
2015-12-28,37.646000,38.149502,37.476002,38.125500,38.125500,30306000
2015-12-29,38.334499,38.999001,38.321499,38.830002,38.830002,35300000
2015-12-30,38.830002,38.880001,38.345001,38.549999,38.549999,25866000
2015-12-31,38.474998,38.474998,37.917000,37.944000,37.944000,30018000
2016-01-04,37.150002,37.202999,36.562901,37.091999,37.091999,65456000
2016-01-05,37.322498,37.599998,36.931999,37.129002,37.129002,39014000
2016-01-06,36.500000,37.359001,36.445999,37.181000,37.181000,38940000
2016-01-07,36.515499,36.924999,35.952999,36.319500,36.319500,59274000
2016-01-08,36.572498,36.661499,35.650002,35.723499,35.723499,49018000
2016-01-11,35.830502,35.942749,35.176998,35.801498,35.801498,41812000
2016-01-12,36.084000,36.437500,35.865849,36.303501,36.303501,40490000
2016-01-13,36.542500,36.737000,34.930500,35.028000,35.028000,50034000
2016-01-14,35.269001,36.096249,34.455002,35.736000,35.736000,44516000
2016-01-15,34.614498,35.337002,34.268501,34.722500,34.722500,72162000
2016-01-19,35.165001,35.499001,34.670502,35.089500,35.089500,45362000
2016-01-20,34.430500,35.342499,33.662998,34.922501,34.922501,68900000
2016-01-21,35.109001,35.959499,34.723000,35.329498,35.329498,48244000
2016-01-22,36.180000,36.406502,36.006050,36.262501,36.262501,40236000
2016-01-25,36.179001,36.484001,35.500500,35.583500,35.583500,34234000
2016-01-26,35.692501,35.914001,35.324001,35.652000,35.652000,26634000
2016-01-27,35.683498,35.911751,34.719501,34.999500,34.999500,43884000
2016-01-28,36.111000,36.684502,35.617500,36.548000,36.548000,53528000
2016-01-29,36.576500,37.249500,36.340000,37.147499,37.147499,69486000
2016-02-01,37.522999,37.893002,37.163502,37.599998,37.599998,102784000
2016-02-02,39.224998,39.493500,38.232498,38.232498,38.232498,126962000
2016-02-03,38.511002,38.724998,36.025002,36.347500,36.347500,123420000
2016-02-04,36.140499,36.349998,35.092999,35.400501,35.400501,103374000
2016-02-05,35.193501,35.199501,34.007500,34.178501,34.178501,102114000
2016-02-08,33.392502,34.201500,33.153000,34.137001,34.137001,84948000
2016-02-09,33.616001,34.994999,33.438499,33.905499,33.905499,72178000
2016-02-10,34.342999,35.065498,34.106499,34.206001,34.206001,52760000
2016-02-11,33.750000,34.467499,33.443401,34.155499,34.155499,60480000
2016-02-12,34.513000,34.687500,33.930000,34.119999,34.119999,42828000
2016-02-16,34.648998,34.900002,34.252499,34.549999,34.549999,50400000
2016-02-17,34.904499,35.487499,34.569000,35.419998,35.419998,49852000
2016-02-18,35.500000,35.617500,34.801498,34.867500,34.867500,37664000
2016-02-19,34.751499,35.154049,34.702499,35.045502,35.045502,31786000
2016-02-22,35.372501,35.661999,35.125500,35.323002,35.323002,38996000
2016-02-23,35.072498,35.419998,34.679001,34.792500,34.792500,40186000
2016-02-24,34.445999,35.000000,34.039001,34.978001,34.978001,39272000
2016-02-25,35.000500,35.299000,34.529251,35.287498,35.287498,32844000
2016-02-26,35.429001,35.671501,35.042999,35.253502,35.253502,44870000
2016-02-29,35.015999,35.544498,34.883999,34.888500,34.888500,49622000
2016-03-01,35.181000,35.940498,34.988499,35.940498,35.940498,43028000
2016-03-02,35.950001,36.000000,35.599998,35.942501,35.942501,32580000
2016-03-03,35.933998,35.972500,35.300999,35.620998,35.620998,39160000
2016-03-04,35.749500,35.824501,35.300999,35.544498,35.544498,39442000
2016-03-07,35.345001,35.404549,34.345001,34.757999,34.757999,59702000
2016-03-08,34.429501,35.189499,34.266998,34.698502,34.698502,41526000
2016-03-09,34.923500,35.284000,34.700001,35.262001,35.262001,28430000
2016-03-10,35.405998,35.821999,35.167999,35.640999,35.640999,56670000
2016-03-11,36.000000,36.346001,35.856251,36.341000,36.341000,39416000
2016-03-14,36.340500,36.775002,36.257500,36.524502,36.524502,34366000
2016-03-15,36.346001,36.614498,36.238499,36.416500,36.416500,34420000
2016-03-16,36.318501,36.873501,36.225498,36.804501,36.804501,32488000
2016-03-17,36.822498,37.153500,36.799999,36.889000,36.889000,37216000
2016-03-18,37.092999,37.099998,36.591499,36.880001,36.880001,59614000
2016-03-21,36.825001,37.125000,36.675800,37.104500,37.104500,36730000
2016-03-22,36.873001,37.250000,36.873001,37.037498,37.037498,25394000
2016-03-23,37.118000,37.285999,36.807499,36.903000,36.903000,28642000
2016-03-24,36.600498,36.887348,36.549999,36.764999,36.764999,31898000
2016-03-28,36.839500,36.949501,36.625000,36.676498,36.676498,26026000
2016-03-29,36.729500,37.362499,36.438000,37.238499,37.238499,38076000
2016-03-30,37.505001,37.894001,37.437000,37.526501,37.526501,35648000
2016-03-31,37.462502,37.542500,37.047001,37.247501,37.247501,34376000
2016-04-01,36.930000,37.516998,36.849998,37.495499,37.495499,31534000
2016-04-04,37.502998,37.639999,37.121498,37.264500,37.264500,22684000
2016-04-05,36.900002,37.139999,36.768501,36.889999,36.889999,22646000
2016-04-06,36.788502,37.312000,36.778000,37.284500,37.284500,21074000
2016-04-07,37.268501,37.349998,36.813999,37.014000,37.014000,29064000
2016-04-08,37.198502,37.272499,36.777500,36.957500,36.957500,25816000
2016-04-11,37.151001,37.250000,36.802502,36.805000,36.805000,24402000
2016-04-12,36.900002,37.191502,36.550499,37.154499,37.154499,27060000
2016-04-13,37.458000,37.719002,37.213051,37.585999,37.585999,34142000
2016-04-14,37.700500,37.865501,37.635250,37.660000,37.660000,22706000
2016-04-15,37.699001,38.049999,37.634701,37.950001,37.950001,36186000
2016-04-18,38.022999,38.402500,37.865002,38.330502,38.330502,31176000
2016-04-19,38.475498,38.494999,37.466499,37.696499,37.696499,40610000
2016-04-20,37.900002,37.906601,37.500500,37.633499,37.633499,30584000
2016-04-21,37.769001,38.022499,37.477501,37.957001,37.957001,61210000
2016-04-22,36.314999,36.806000,35.680500,35.938499,35.938499,119038000
2016-04-25,35.805000,36.196499,35.779499,36.157501,36.157501,39184000
2016-04-26,36.271000,36.288300,35.151299,35.407001,35.407001,54892000
2016-04-27,35.364498,35.449001,34.618252,35.292000,35.292000,61972000
2016-04-28,35.412998,35.708500,34.477501,34.550999,34.550999,57346000
2016-04-29,34.535000,34.881001,34.450001,34.650501,34.650501,49754000
2016-05-02,34.881500,35.032001,34.549999,34.910500,34.910500,32906000
2016-05-03,34.843498,34.891998,34.599998,34.618000,34.618000,30876000
2016-05-04,34.524502,34.987499,34.450500,34.785000,34.785000,33870000
2016-05-05,34.884998,35.116001,34.785999,35.071499,35.071499,33670000
2016-05-06,34.918999,35.592999,34.905350,35.556000,35.556000,36586000
2016-05-09,35.599998,35.935501,35.500000,35.645000,35.645000,30206000
2016-05-10,35.837502,36.174999,35.785999,36.159000,36.159000,31392000
2016-05-11,36.170502,36.223999,35.639999,35.764500,35.764500,33842000
2016-05-12,35.853001,35.962502,35.450001,35.665501,35.665501,27214000
2016-05-13,35.596500,35.833099,35.463001,35.541500,35.541500,26290000
2016-05-16,35.456501,35.924000,35.282501,35.824501,35.824501,26342000
2016-05-17,35.799500,36.076000,35.205502,35.311501,35.311501,40024000
2016-05-18,35.183498,35.580002,35.031502,35.331501,35.331501,35336000
2016-05-19,35.118000,35.299999,34.840000,35.015999,35.015999,33404000
2016-05-20,35.081001,35.729000,35.026001,35.487000,35.487000,36568000
2016-05-23,35.326500,35.573898,35.209000,35.212002,35.212002,26614000
2016-05-24,35.342999,36.048500,35.342999,36.004501,36.004501,38590000
2016-05-25,36.037998,36.375500,35.985249,36.263500,36.263500,32584000
2016-05-26,36.143501,36.416500,36.014000,36.206001,36.206001,31526000
2016-05-27,36.200500,36.696800,36.200001,36.632999,36.632999,39500000
2016-05-31,36.587002,36.986500,36.563000,36.785999,36.785999,42590000
2016-06-01,36.726501,36.860500,36.533001,36.707500,36.707500,25072000
2016-06-02,36.625000,36.651001,36.208500,36.520000,36.520000,26836000
2016-06-03,36.463501,36.474499,36.028000,36.117001,36.117001,24526000
2016-06-06,36.245499,36.245499,35.730499,35.827499,35.827499,31306000
2016-06-07,35.992001,36.098999,35.827499,35.832500,35.832500,26724000
2016-06-08,36.198002,36.428501,36.028999,36.414001,36.414001,31674000
2016-06-09,36.143501,36.477001,36.116798,36.429001,36.429001,19778000
2016-06-10,35.973499,36.294498,35.821499,35.970501,35.970501,24328000
2016-06-13,35.825500,36.271999,35.825500,35.917999,35.917999,25178000
2016-06-14,35.824001,36.123501,35.655998,35.913502,35.913502,26122000
2016-06-15,35.950001,36.148998,35.865501,35.945999,35.945999,24290000
2016-06-16,35.745499,35.832500,35.162998,35.518002,35.518002,39650000
2016-06-17,35.432499,35.441002,34.422600,34.585999,34.585999,68048000
2016-06-20,34.938499,35.124001,34.670502,34.685501,34.685501,41650000
2016-06-21,34.919998,35.138500,34.600498,34.797001,34.797001,29312000
2016-06-22,34.952999,35.042999,34.654099,34.873001,34.873001,23686000
2016-06-23,34.872501,35.097500,34.349998,35.093498,35.093498,43428000
2016-06-24,33.758499,34.470001,33.672501,33.761002,33.761002,88980000
2016-06-27,33.549999,33.615002,33.164200,33.412998,33.412998,52580000
2016-06-28,33.948502,34.016499,33.650002,34.001999,34.001999,43476000
2016-06-29,34.150002,34.371449,34.070499,34.205502,34.205502,38652000
2016-06-30,34.273499,34.616001,34.182499,34.605000,34.605000,31954000
2016-07-01,34.610001,35.032501,34.606499,34.960499,34.960499,26894000
2016-07-05,34.803001,34.847000,34.444000,34.747501,34.747501,29252000
2016-07-06,34.499001,35.084000,34.454498,34.888500,34.888500,28238000
2016-07-07,34.903999,34.910000,34.410751,34.768002,34.768002,26084000
2016-07-08,34.974998,35.285500,34.821751,35.281502,35.281502,31504000
2016-07-11,35.402500,35.825500,35.362000,35.754501,35.754501,22236000
2016-07-12,35.956001,36.146999,35.795502,36.032001,36.032001,26738000
2016-07-13,36.181000,36.200001,35.842499,35.848999,35.848999,18718000
2016-07-14,36.078999,36.110500,35.901501,36.047501,36.047501,19004000
2016-07-15,36.286499,36.286999,35.952751,35.992500,35.992500,25586000
